Depth,Temperature
3621,62.836
3621.5,62.959
3622,62.945
3622.5,62.981
3623,63.129
3623.5,63.219
3624,63.156
3624.5,63.099
3625,63.157
3625.5,63.193
3626,63.134
3626.5,63.113
3627,63.142
3627.5,63.114
3628,63.055
3628.5,62.987
3629,62.858
3629.5,62.828
3630,63.074
3630.5,63.328
3631,63.258
3631.5,63.074
3632,63.126
3632.5,63.273
3633,63.234
3633.5,63.085
3634,63.053
3634.5,63.167
3635,63.281
3635.5,63.273
3636,63.194
3636.5,63.167
3637,63.159
3637.5,63.093
3638,63.095
3638.5,63.246
3639,63.298
3639.5,63.071
3640,62.874
3640.5,63.014
3641,63.25
3641.5,63.258
3642,63.154
3642.5,63.105
3643,63.026
3643.5,62.937
3644,62.956
3644.5,62.987
3645,62.92
3645.5,62.844
3646,62.812
3646.5,62.792
3647,62.844
3647.5,62.995
3648,63.083
3648.5,62.947
3649,62.703
3649.5,62.636
3650,62.827
3650.5,63.024
3651,62.959
3651.5,62.729
3652,62.722
3652.5,63.069
3653,63.383
3653.5,63.309
3654,63.065
3654.5,63.068
3655,63.264
3655.5,63.246
3656,62.973
3656.5,62.845
3657,63.004
3657.5,63.127
3658,63.022
3658.5,62.903
3659,62.992
3659.5,63.2
3660,63.274
3660.5,63.158
3661,63.051
3661.5,63.053
3662,63.027
3662.5,62.901
3663,62.801
3663.5,62.83
3664,62.981
3664.5,63.168
3665,63.262
3665.5,63.225
3666,63.168
3666.5,63.153
3667,63.147
3667.5,63.135
3668,63.097
3668.5,63.013
3669,62.933
3669.5,62.887
3670,62.841
3670.5,62.876
3671,63.1
3671.5,63.367
3672,63.429
3672.5,63.289
3673,63.145
3673.5,63.12
3674,63.13
3674.5,63.044
3675,62.906
3675.5,62.829
3676,62.807
3676.5,62.853
3677,63.015
3677.5,63.172
3678,63.18
3678.5,63.1
3679,63.022
3679.5,62.92
3680,62.822
3680.5,62.854
3681,63.022
3681.5,63.172
3682,63.168
3682.5,63.066
3683,63.082
3683.5,63.304
3684,63.554
3684.5,63.656
3685,63.598
3685.5,63.423
3686,63.23
3686.5,63.173
3687,63.3
3687.5,63.465
3688,63.473
3688.5,63.38
3689,63.414
3689.5,63.515
3690,63.432
3690.5,63.269
3691,63.297
3691.5,63.447
3692,63.555
3692.5,63.634
3693,63.613
3693.5,63.371
3694,63.113
3694.5,63.168
3695,63.409
3695.5,63.425
3696,63.259
3696.5,63.334
3697,63.627
3697.5,63.707
3698,63.535
3698.5,63.423
3699,63.452
3699.5,63.556
3700,63.689
3700.5,63.666
3701,63.415
3701.5,63.242
3702,63.353
3702.5,63.509
3703,63.457
3703.5,63.267
3704,63.155
3704.5,63.23
3705,63.423
3705.5,63.57
3706,63.571
3706.5,63.462
3707,63.338
3707.5,63.286
3708,63.358
3708.5,63.514
3709,63.597
3709.5,63.442
3710,63.082
3710.5,62.808
3711,62.826
3711.5,63.043
3712,63.293
3712.5,63.48
3713,63.504
3713.5,63.412
3714,63.376
3714.5,63.401
3715,63.432
3715.5,63.559
3716,63.737
3716.5,63.724
3717,63.486
3717.5,63.252
3718,63.203
3718.5,63.335
3719,63.496
3719.5,63.553
3720,63.558
3720.5,63.565
3721,63.501
3721.5,63.383
3722,63.351
3722.5,63.425
3723,63.489
3723.5,63.464
3724,63.383
3724.5,63.385
3725,63.539
3725.5,63.679
3726,63.637
3726.5,63.522
3727,63.511
3727.5,63.549
3728,63.491
3728.5,63.4
3729,63.423
3729.5,63.522
3730,63.501
3730.5,63.316
3731,63.211
3731.5,63.335
3732,63.436
3732.5,63.323
3733,63.214
3733.5,63.28
3734,63.39
3734.5,63.459
3735,63.493
3735.5,63.446
3736,63.415
3736.5,63.573
3737,63.769
3737.5,63.712
3738,63.479
3738.5,63.405
3739,63.552
3739.5,63.647
3740,63.52
3740.5,63.333
3741,63.305
3741.5,63.417
3742,63.518
3742.5,63.545
3743,63.488
3743.5,63.349
3744,63.23
3744.5,63.229
3745,63.22
3745.5,63.034
3746,62.815
3746.5,62.845
3747,63.034
3747.5,63.067
3748,63.06
3748.5,63.353
3749,63.656
3749.5,63.459
3750,63.106
3750.5,63.248
3751,63.679
3751.5,63.815
3752,63.637
3752.5,63.461
3753,63.445
3753.5,63.53
3754,63.419
3754.5,62.922
3755,62.44
3755.5,62.468
3756,62.738
3756.5,62.669
3757,62.378
3757.5,62.377
3758,62.64
3758.5,62.827
3759,62.97
3759.5,63.236
3760,63.45
3760.5,63.434
3761,63.404
3761.5,63.546
3762,63.622
3762.5,63.431
3763,63.2
3763.5,63.128
3764,62.974
3764.5,62.514
3765,62.06
3765.5,62.041
3766,62.316
3766.5,62.415
3767,62.281
3767.5,62.247
3768,62.444
3768.5,62.653
3769,62.714
3769.5,62.696
3770,62.607
3770.5,62.382
3771,62.223
3771.5,62.408
3772,62.846
3772.5,63.246
3773,63.528
3773.5,63.727
3774,63.77
3774.5,63.661
3775,63.61
3775.5,63.694
3776,63.747
3776.5,63.731
3777,63.754
3777.5,63.778
3778,63.731
3778.5,63.722
3779,63.825
3779.5,63.887
3780,63.788
3780.5,63.702
3781,63.764
3781.5,63.763
3782,63.612
3782.5,63.628
3783,63.876
3783.5,63.951
3784,63.739
3784.5,63.633
3785,63.811
3785.5,63.929
3786,63.748
3786.5,63.567
3787,63.678
3787.5,63.876
3788,63.918
3788.5,63.882
3789,63.86
3789.5,63.849
3790,63.868
3790.5,63.873
3791,63.826
3791.5,63.846
3792,63.925
3792.5,63.879
3793,63.735
3793.5,63.669
3794,63.69
3794.5,63.731
3795,63.759
3795.5,63.721
3796,63.651
3796.5,63.668
3797,63.787
3797.5,63.837
3798,63.627
3798.5,63.271
3799,63.153
3799.5,63.31
3800,63.376
3800.5,63.306
3801,63.425
3801.5,63.734
3802,63.856
3802.5,63.651
3803,63.444
3803.5,63.53
3804,63.696
3804.5,63.55
3805,63.175
3805.5,62.993
3806,63.148
3806.5,63.418
3807,63.586
3807.5,63.617
3808,63.582
3808.5,63.551
3809,63.58
3809.5,63.699
3810,63.804
3810.5,63.785
3811,63.725
3811.5,63.732
3812,63.738
3812.5,63.711
3813,63.791
3813.5,64.011
3814,64.137
3814.5,64.018
3815,63.813
3815.5,63.691
3816,63.673
3816.5,63.745
3817,63.748
3817.5,63.448
3818,63.024
3818.5,62.917
3819,63.147
3819.5,63.36
3820,63.419
3820.5,63.45
3821,63.537
3821.5,63.589
3822,63.446
3822.5,63.152
3823,63.008
3823.5,63.174
3824,63.404
3824.5,63.418
3825,63.31
3825.5,63.311
3826,63.413
3826.5,63.461
3827,63.406
3827.5,63.31
3828,63.319
3828.5,63.505
3829,63.713
3829.5,63.79
3830,63.828
3830.5,63.918
3831,63.938
3831.5,63.816
3832,63.714
3832.5,63.78
3833,63.902
3833.5,63.832
3834,63.571
3834.5,63.421
3835,63.588
3835.5,63.862
3836,63.884
3836.5,63.639
3837,63.513
3837.5,63.756
3838,64.109
3838.5,64.193
3839,64.053
3839.5,63.924
3840,63.824
3840.5,63.775
3841,63.892
3841.5,63.988
3842,63.801
3842.5,63.592
3843,63.697
3843.5,63.904
3844,63.94
3844.5,63.936
3845,63.984
3845.5,63.993
3846,64.031
3846.5,64.222
3847,64.412
3847.5,64.361
3848,64.118
3848.5,63.984
3849,64.097
3849.5,64.231
3850,64.112
3850.5,63.83
3851,63.748
3851.5,63.998
3852,64.276
3852.5,64.256
3853,64.023
3853.5,63.856
3854,63.854
3854.5,63.955
3855,64.08
3855.5,64.163
3856,64.168
3856.5,64.105
3857,64.042
3857.5,64.043
3858,64.079
3858.5,64.102
3859,64.163
3859.5,64.311
3860,64.49
3860.5,64.612
3861,64.658
3861.5,64.629
3862,64.458
3862.5,64.165
3863,63.987
3863.5,64.113
3864,64.402
3864.5,64.565
3865,64.526
3865.5,64.435
3866,64.368
3866.5,64.262
3867,64.18
3867.5,64.242
3868,64.356
3868.5,64.393
3869,64.402
3869.5,64.403
3870,64.319
3870.5,64.209
3871,64.185
3871.5,64.186
3872,64.117
3872.5,64.035
3873,64.024
3873.5,64.071
3874,64.165
3874.5,64.288
3875,64.308
3875.5,64.169
3876,64.085
3876.5,64.189
3877,64.242
3877.5,64.057
3878,63.862
3878.5,63.929
3879,64.161
3879.5,64.274
3880,64.224
3880.5,64.252
3881,64.423
3881.5,64.483
3882,64.376
3882.5,64.33
3883,64.37
3883.5,64.373
3884,64.398
3884.5,64.499
3885,64.568
3885.5,64.575
3886,64.614
3886.5,64.664
3887,64.577
3887.5,64.382
3888,64.329
3888.5,64.468
3889,64.493
3889.5,64.279
3890,64.187
3890.5,64.437
3891,64.654
3891.5,64.597
3892,64.655
3892.5,65.001
3893,65.104
3893.5,64.694
3894,64.285
3894.5,64.215
3895,64.07
3895.5,63.537
3896,63.005
3896.5,62.857
3897,62.891
3897.5,62.806
3898,62.633
3898.5,62.55
3899,62.656
3899.5,62.836
3900,62.832
3900.5,62.643
3901,62.557
3901.5,62.644
3902,62.691
3902.5,62.608
3903,62.524
3903.5,62.575
3904,62.723
3904.5,62.779
3905,62.672
3905.5,62.566
3906,62.591
3906.5,62.618
3907,62.537
3907.5,62.538
3908,62.714
3908.5,62.793
3909,62.655
3909.5,62.545
3910,62.561
3910.5,62.552
3911,62.503
3911.5,62.525
3912,62.584
3912.5,62.561
3913,62.483
3913.5,62.501
3914,62.635
3914.5,62.752
3915,62.81
3915.5,62.842
3916,62.792
3916.5,62.65
3917,62.553
3917.5,62.592
3918,62.663
3918.5,62.638
3919,62.571
3919.5,62.582
3920,62.658
3920.5,62.732
3921,62.755
3921.5,62.61
3922,62.327
3922.5,62.279
3923,62.686
3923.5,63.093
3924,62.945
3924.5,62.501
3925,62.415
3925.5,62.666
3926,62.76
3926.5,62.615
3927,62.512
3927.5,62.547
3928,62.608
3928.5,62.641
3929,62.708
3929.5,62.872
3930,63.011
3930.5,62.909
3931,62.654
3931.5,62.593
3932,62.822
3932.5,63.03
3933,62.921
3933.5,62.613
3934,62.488
3934.5,62.676
3935,62.905
3935.5,62.901
3936,62.755
3936.5,62.727
3937,62.825
3937.5,62.854
3938,62.773
3938.5,62.726
3939,62.821
3939.5,62.989
3940,63.033
3940.5,62.858
3941,62.626
3941.5,62.534
3942,62.563
3942.5,62.625
3943,62.682
3943.5,62.677
3944,62.65
3944.5,62.711
3945,62.8
3945.5,62.801
3946,62.764
3946.5,62.724
3947,62.632
3947.5,62.6
3948,62.729
3948.5,62.844
3949,62.789
3949.5,62.725
3950,62.824
3950.5,62.944
3951,62.887
3951.5,62.765
3952,62.784
3952.5,62.901
3953,62.964
3953.5,62.965
3954,62.953
3954.5,62.878
3955,62.749
3955.5,62.756
3956,62.945
3956.5,63.01
3957,62.794
3957.5,62.589
3958,62.583
3958.5,62.625
3959,62.661
3959.5,62.782
3960,62.926
3960.5,62.957
3961,62.878
3961.5,62.802
3962,62.821
3962.5,62.889
3963,62.907
3963.5,62.858
3964,62.736
3964.5,62.6
3965,62.665
3965.5,62.92
3966,62.977
3966.5,62.72
3967,62.562
3967.5,62.757
3968,63.034
3968.5,63.04
3969,62.81
3969.5,62.66
3970,62.678
3970.5,62.693
3971,62.687
3971.5,62.733
3972,62.76
3972.5,62.733
3973,62.738
3973.5,62.839
3974,63
3974.5,63.097
3975,63.055
3975.5,62.949
3976,62.861
3976.5,62.798
3977,62.76
3977.5,62.776
3978,62.863
3978.5,62.946
3979,62.931
3979.5,62.861
3980,62.832
3980.5,62.831
3981,62.808
3981.5,62.768
3982,62.763
3982.5,62.839
3983,62.951
3983.5,62.977
3984,62.912
3984.5,62.89
3985,62.961
3985.5,62.964
3986,62.803
3986.5,62.698
3987,62.809
3987.5,62.907
3988,62.852
3988.5,62.83
3989,62.875
3989.5,62.883
3990,62.913
3990.5,62.976
3991,63.055
3991.5,63.198
3992,63.223
3992.5,62.969
3993,62.726
3993.5,62.738
3994,62.818
3994.5,62.842
3995,62.896
3995.5,62.92
3996,62.845
3996.5,62.901
3997,62.991
3997.5,61.898
